review,rating,date,bank,source
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen,Google Play
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen,Google Play
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen,Google Play
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen,Google Play
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen,Google Play
excellent mobile banking app,5,2025-04-21,Dashen,Google Play
Wow! like his name Super App...,5,2025-04-21,Dashen,Google Play
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen,Google Play
convenient and fast,5,2025-04-21,Dashen,Google Play
Best- in-class app.,5,2025-04-21,Dashen,Google Play
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen,Google Play
Superb,5,2025-04-21,Dashen,Google Play
"amazing features, faster and easy to use",5,2025-04-21,Dashen,Google Play
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen,Google Play
Best App!,5,2025-04-21,Dashen,Google Play
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen,Google Play
I love this app,5,2025-04-21,Dashen,Google Play
good,5,2025-04-20,Dashen,Google Play
waw no idea the best app.,5,2025-04-19,Dashen,Google Play
fast best app,5,2025-04-19,Dashen,Google Play
Nice App,5,2025-04-18,Dashen,Google Play
nice app ever,5,2025-04-17,Dashen,Google Play
good,5,2025-04-17,Dashen,Google Play
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen,Google Play
nic app,5,2025-04-16,Dashen,Google Play
Nice,5,2025-04-16,Dashen,Google Play
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen,Google Play
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen,Google Play
ምርጫዬ ነው,5,2025-04-13,Dashen,Google Play
it's samart,5,2025-04-10,Dashen,Google Play
it is very good app,5,2025-04-10,Dashen,Google Play
proud by dashen bank,5,2025-04-06,Dashen,Google Play
best,5,2025-04-06,Dashen,Google Play
best of best,5,2025-04-05,Dashen,Google Play
nice,5,2025-04-04,Dashen,Google Play
real super up,5,2025-04-04,Dashen,Google Play
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen,Google Play
good,5,2025-04-04,Dashen,Google Play
tanku,5,2025-04-04,Dashen,Google Play
very nice,5,2025-04-04,Dashen,Google Play
perfect,5,2025-04-03,Dashen,Google Play
goood,5,2025-04-02,Dashen,Google Play
it is best app easy to use,5,2025-04-01,Dashen,Google Play
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen,Google Play
wallahi very fantastic Bank,5,2025-03-31,Dashen,Google Play
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen,Google Play
ok,5,2025-03-30,Dashen,Google Play
nice app,5,2025-03-29,Dashen,Google Play
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen,Google Play
good,5,2025-03-28,Dashen,Google Play
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen,Google Play
best experiences,5,2025-03-26,Dashen,Google Play
ጥሩ ነው,5,2025-03-25,Dashen,Google Play
nic,5,2025-03-22,Dashen,Google Play
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen,Google Play
thanks for all digital transaction,5,2025-03-21,Dashen,Google Play
Best,5,2025-03-20,Dashen,Google Play
Good,5,2025-03-20,Dashen,Google Play
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen,Google Play
good and latest,5,2025-03-18,Dashen,Google Play
The best App of all,5,2025-03-17,Dashen,Google Play
Naiycapp,5,2025-03-14,Dashen,Google Play
Good,5,2025-03-13,Dashen,Google Play
Hey great,5,2025-03-12,Dashen,Google Play
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen,Google Play
It good and easy to use,5,2025-03-11,Dashen,Google Play
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen,Google Play
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,Google Play
Excellent,5,2025-03-10,Dashen,Google Play
Good,5,2025-03-08,Dashen,Google Play
Wow Excellent app,5,2025-03-08,Dashen,Google Play
It's best,5,2025-03-08,Dashen,Google Play
no one dashen yichlal,5,2025-03-07,Dashen,Google Play
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen,Google Play
good app,5,2025-03-04,Dashen,Google Play
Fantastic app,5,2025-03-01,Dashen,Google Play
Good,5,2025-02-28,Dashen,Google Play
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen,Google Play
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen,Google Play
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen,Google Play
Excellent app,5,2025-02-24,Dashen,Google Play
Wow amazing app,5,2025-02-21,Dashen,Google Play
best platform... Please avoid otp,5,2025-02-21,Dashen,Google Play
Super smart app.,5,2025-02-18,Dashen,Google Play
best 👍👍,5,2025-02-16,Dashen,Google Play
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen,Google Play
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen,Google Play
it's amazing app i have seen ever,5,2025-02-13,Dashen,Google Play
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen,Google Play
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen,Google Play
Good,5,2025-02-07,Dashen,Google Play
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen,Google Play
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen,Google Play
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen,Google Play
Wonderful Application 😍,5,2025-02-05,Dashen,Google Play
I loved it,5,2025-02-05,Dashen,Google Play
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen,Google Play
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen,Google Play
Best app,5,2025-02-04,Dashen,Google Play
Perfect,5,2025-02-02,Dashen,Google Play
Ok,5,2025-02-02,Dashen,Google Play
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen,Google Play
Gret experience,5,2025-02-01,Dashen,Google Play
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen,Google Play
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen,Google Play
Dashen bank super app for easy life.,5,2025-01-30,Dashen,Google Play
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen,Google Play
Best,5,2025-01-29,Dashen,Google Play
Just Wow,5,2025-01-29,Dashen,Google Play
mobile banking to the next level,5,2025-01-28,Dashen,Google Play
Nice,5,2025-01-25,Dashen,Google Play
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen,Google Play
