review,rating,date,bank,source,sentiment,sentiment_score,clean_review,themes
"I sm a big fan of BOA , but the mobile banking is so trashy( sorry but its the best word to discribe it).... please buy a good server ....it always show blank age after login slecially on sundays it does not work at all...the new update has a good UI but has same respose problem ....",3,2024-02-11,BOA,Google Play,negative,0.9976029992103576,sm big fan boa mobile banking trashy sorry good word discribe buy good server blank age login slecially sunday work new update good ui respose problem,access
I am having a challenge to use the app. The app does not allow to update the previous app. Neither does it allow to manually insert OTP - BoA please modify the app to allow these features,3,2024-02-06,BOA,Google Play,negative,0.998869240283966,have challenge use app app allow update previous app allow manually insert otp boa modify app allow feature,other
Not working properly always loading !,3,2024-02-04,BOA,Google Play,negative,0.99980491399765,work properly load,other
"One of the weakness in BOA is it's mobile App. I hope this will address some of them, but it is very critical to work on modernizing and ensuring the security of it's mobile banking system in this digitalized world",3,2024-02-04,BOA,Google Play,negative,0.9934157133102416,weakness boa mobile app hope address critical work modernize ensure security mobile banking system digitalized world,other
"Please add an option to manually input the OTP. I am residing outside of Ethiopia. I encountered difficulty accessing my account following the recent update (change) of your mobile banking app. Unfortunately, I am unable to activate the app on my mobile device. During the activation process, the app prompts for an OTP, which I can receive via Telegram. However, there is no option to manually input the OTP. I kindly request your assistance in resolving this matter and activating my account",3,2024-02-03,BOA,Google Play,negative,0.9976139068603516,add option manually input otp reside outside ethiopia encounter difficulty access account follow recent update change mobile banking app unfortunately unable activate app mobile device activation process app prompt otp receive telegram option manually input otp kindly request assistance resolve matter activate account,access
👍,3,2024-01-11,BOA,Google Play,negative,0.6970565915107727,,other
but not opening on android,4,2025-05-19,BOA,Google Play,negative,0.9952228665351868,open android,other
excellent app,4,2025-05-16,BOA,Google Play,positive,0.9998356103897096,excellent app,other
good,4,2025-04-30,BOA,Google Play,positive,0.999816119670868,good,other
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,negative,0.9741679430007936,well compare cbe qualified,other
Wow,4,2025-03-05,BOA,Google Play,positive,0.999592125415802,wow,other
Boa,4,2025-01-18,BOA,Google Play,negative,0.7410542368888855,boa,other
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,positive,0.9543285369873048,good app feature awesome work need turn developer option tired have constantly switch developer option express struggle precious setting enable developer option open app boa app turn help abyssinia bank hope provide update soon,support
Wweeeer,4,2024-11-12,BOA,Google Play,negative,0.8910733461380005,wweeeer,other
senayt Mesfin,4,2024-11-08,BOA,Google Play,positive,0.887482225894928,senayt mesfin,other
Good,4,2024-10-25,BOA,Google Play,positive,0.999816119670868,good,other
Good App,4,2024-10-12,BOA,Google Play,positive,0.9998493194580078,good app,other
Nise mobile bankig,4,2024-10-05,BOA,Google Play,negative,0.9858755469322203,nise mobile bankig,other
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,negative,0.9532790780067444,overall good app performance need improvement instant bank transfer refuse cause repeat time transfer,features
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,negative,0.9652978181838988,easy operate program secured,UX
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,negative,0.9127689599990844,awesome application lately crash everytime open,performance
Gio,4,2024-08-19,BOA,Google Play,positive,0.9969680905342102,gio,other
Goood,4,2024-08-06,BOA,Google Play,negative,0.9943867921829224,goood,other
Cool,4,2024-05-22,BOA,Google Play,positive,0.9998509883880616,cool,other
Fails occasionally.,4,2024-05-17,BOA,Google Play,negative,0.9992883801460266,fail occasionally,access
This app is very simpl for useing,4,2024-05-10,BOA,Google Play,negative,0.994102656841278,app simpl use,other
Good,4,2024-05-09,BOA,Google Play,positive,0.999816119670868,good,other
i like is app boA,4,2024-05-04,BOA,Google Play,positive,0.9387544989585876,like app boa,other
Actually faster,4,2024-05-03,BOA,Google Play,positive,0.9996544122695924,actually fast,other
I prefer the earlier version. This updated app crushes during login and says there is bug. Please fix the bug issue.,4,2024-05-03,BOA,Google Play,negative,0.9993138313293456,prefer early version update app crush login say bug fix bug issue,access
good App and user friendly.,4,2024-05-01,BOA,Google Play,positive,0.9998492002487184,good app user friendly,other
Best,4,2024-04-30,BOA,Google Play,positive,0.9997941851615906,well,other
Good banking app,4,2024-04-29,BOA,Google Play,positive,0.999841570854187,good banking app,other
sometime it is not working wel,4,2024-04-27,BOA,Google Play,negative,0.999658703804016,work wel,other
BoA,4,2024-04-26,BOA,Google Play,negative,0.7410542368888855,boa,other
The best,4,2024-04-14,BOA,Google Play,positive,0.9998332262039183,good,other
It crash always,4,2024-04-13,BOA,Google Play,negative,0.9991788268089294,crash,performance
"General, when I considered from other banks, this bank is unique",4,2024-04-11,BOA,Google Play,positive,0.9998138546943665,general consider bank bank unique,other
It's good!,4,2024-04-09,BOA,Google Play,positive,0.9998363256454468,good,other
Ok,4,2024-03-18,BOA,Google Play,positive,0.9997851252555848,ok,other
666⁸,4,2024-02-29,BOA,Google Play,positive,0.9484034776687622,,other
It good app,4,2024-02-22,BOA,Google Play,positive,0.9998632669448853,good app,other
Best app but after the update the screenshot not working,4,2024-02-19,BOA,Google Play,negative,0.9986650943756104,good app update screenshot work,other
update ካረኩት ቡሃላ screenshot አላስቀምጥም ብሏል። ግን screenshot ማንሳት ጀምሯል,4,2024-02-15,BOA,Google Play,negative,0.9447152018547058,update ካረኩት ቡሃላ screenshot አላስቀምጥም ግን screenshot ማንሳት ጀምሯል,other
"Wow, that's an awesome app",4,2024-02-11,BOA,Google Play,positive,0.999861478805542,wow awesome app,other
Good but app lait,4,2024-02-11,BOA,Google Play,positive,0.9904499650001526,good app lait,other
"As usual the app is ok, but this time i can't update it normally. It lags at 99% all the time. Hope it's fixable.",4,2024-02-10,BOA,Google Play,negative,0.989357054233551,usual app ok time update normally lag time hope fixable,other
You have made a great application that is easy to use,4,2024-02-08,BOA,Google Play,positive,0.9994623064994812,great application easy use,UX
Well Done,4,2024-02-05,BOA,Google Play,positive,0.9998384714126588,,other
Good,4,2024-02-03,BOA,Google Play,positive,0.999816119670868,good,other
Interesting,4,2024-02-02,BOA,Google Play,positive,0.9998446702957152,interesting,other
It is very nice app,4,2024-01-24,BOA,Google Play,positive,0.9998601675033568,nice app,other
The new version is really nice. Keep it up,4,2024-01-18,BOA,Google Play,positive,0.9998657703399658,new version nice,other
exceptional,5,2025-06-03,BOA,Google Play,positive,0.9998514652252196,exceptional,other
BoA Mobile good bank,5,2025-06-02,BOA,Google Play,positive,0.9984728693962096,boa mobile good bank,other
BoA system is confartable,5,2025-06-01,BOA,Google Play,negative,0.9980142116546632,boa system confartable,other
good,5,2025-05-22,BOA,Google Play,positive,0.999816119670868,good,other
good,5,2025-05-21,BOA,Google Play,positive,0.999816119670868,good,other
good,5,2025-05-20,BOA,Google Play,positive,0.999816119670868,good,other
amazing,5,2025-05-18,BOA,Google Play,positive,0.999875545501709,amazing,other
excellent,5,2025-05-15,BOA,Google Play,positive,0.9998434782028198,excellent,other
ሞላዬ ከበደ,5,2025-05-14,BOA,Google Play,negative,0.7850590348243713,ሞላዬ ከበደ,other
nice,5,2025-05-10,BOA,Google Play,positive,0.9998552799224854,nice,other
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,negative,0.9994921684265136,enter incorrect security question mistake boa app lock pin forever option contact different branch able solve issue,support
